gender,career,years_of_experience,salary
male,se,2,76000
male,se,2,74000
male,se,2,73000
male,se,2,85902
male,se,2,78521
male,se,2,67733
male,se,2,57959
male,se,2,74798
male,se,2,72485
male,se,2,68154
male,se,2,89797
male,se,2,60143
male,se,2,79566
male,se,2,66279
male,se,2,74132
male,se,2,70852
male,se,2,89983
male,se,2,73835
male,se,2,69325
male,se,2,67702
male,se,2,83546
male,se,2,61326
male,se,2,68698
male,se,2,61970
male,se,3,70000
male,se,3,66000
male,se,3,52000
male,se,3,58000
male,se,3,67000
male,se,3,71000
male,se,3,76000
male,se,3,79000
male,se,3,88000
male,se,3,89000
male,se,3,87164
male,se,3,77680
male,se,3,71903
male,se,3,53421
male,se,3,57147
male,se,3,78732
male,se,3,53714
male,se,3,60727
male,se,3,87756
male,se,3,82496
male,se,3,88322
male,se,3,65336
male,se,3,75998
male,se,3,77615
male,se,3,72513
male,se,3,58964
male,se,3,63711
male,se,3,66784
male,se,3,87842
male,se,3,62228
male,se,3,54026
male,se,4,87000
male,se,4,59000
male,se,4,70000
male,se,4,77000
male,se,4,78000
male,se,4,84000
male,se,4,85000
male,se,4,76000
male,se,4,67000
male,se,4,66000
male,se,4,55000
male,se,4,56095
male,se,4,58833
male,se,4,74894
male,se,4,85881
male,se,4,71852
male,se,4,63407
male,se,4,67397
male,se,4,68639
male,se,4,61426
male,se,4,58757
male,se,4,71633
male,se,4,79010
male,se,4,55496
male,se,4,81062
male,se,4,71889
male,se,4,56124
male,se,4,69724
male,se,4,81394
male,se,4,55220
male,se,4,86367
male,se,5,59000
male,se,5,89000
male,se,5,84000
male,se,5,83000
male,se,5,82000
male,se,5,81000
male,se,5,65000
male,se,5,66000
male,se,5,75000
male,se,5,74000
male,se,5,76518
male,se,5,61210
male,se,5,70714
male,se,5,67537
male,se,5,66853
male,se,5,71647
male,se,5,59313
male,se,5,61365
male,se,5,87654
male,se,5,62049
male,se,5,69207
male,se,5,67076
male,se,5,85119
male,se,5,80591
male,se,5,79804
male,se,5,68080
male,se,5,65208
male,se,5,84887
male,se,5,60241
male,se,5,61197
male,se,6,96000
male,se,6,57000
male,se,6,95000
male,se,6,90000
male,se,6,91000
male,se,6,89000
male,se,6,87000
male,se,6,76000
male,se,6,74000
male,se,6,67000
male,se,6,85939
male,se,6,88611
male,se,6,87549
male,se,6,84238
male,se,6,84772
male,se,6,76342
male,se,6,68788
male,se,6,86376
male,se,6,95639
male,se,6,92092
male,se,6,79067
male,se,6,85005
male,se,6,87036
male,se,6,91170
male,se,6,86069
male,se,6,71704
male,se,6,72820
male,se,6,68842
male,se,6,78339
male,se,6,75651
male,se,7,71000
male,se,7,104000
male,se,7,103000
male,se,7,97000
male,se,7,96000
male,se,7,95000
male,se,7,74000
male,se,7,91000
male,se,7,85000
male,se,7,80000
male,se,7,90668
male,se,7,89635
male,se,7,93939
male,se,7,103052
male,se,7,99081
male,se,7,78623
male,se,7,80087
male,se,7,93633
male,se,7,84717
male,se,7,97729
male,se,7,99308
male,se,7,77504
male,se,7,90427
male,se,7,94485
male,se,7,89701
male,se,7,71759
male,se,7,82086
male,se,7,75683
male,se,7,90892
male,se,7,88942
male,se,8,104000
male,se,8,75000
male,se,8,80000
male,se,8,81101
male,se,8,78989
male,se,8,100955
male,se,8,94450
male,se,8,93302
male,se,8,77130
male,se,8,86062
male,se,8,95390
male,se,8,79626
male,se,8,79183
male,se,8,75097
male,se,8,98104
male,se,8,95011
male,se,8,79134
male,se,8,89962
male,se,8,94824
male,se,8,77400
male,se,8,82869
male,se,8,78920
male,se,8,93585
male,se,8,96706
male,se,8,78763
male,se,8,89151
male,se,8,93567
male,se,8,77293
male,se,8,103583
male,se,8,89813
male,se,9,101296
male,se,9,89837
male,se,9,87162
male,se,9,105223
male,se,9,92114
male,se,9,103056
male,se,9,79386
male,se,9,99271
male,se,9,84286
male,se,9,105440
male,se,9,79243
male,se,9,83010
male,se,9,102386
male,se,9,87668
male,se,9,98120
male,se,9,99361
male,se,9,79484
male,se,9,80297
male,se,9,80727
male,se,9,105662
male,se,9,93448
male,se,9,89577
male,se,9,102181
male,se,9,106892
male,se,9,94563
male,se,9,85612
male,se,9,95677
male,se,9,94754
male,se,9,95212
male,se,9,84108
male,se,10,111607
male,se,10,104174
male,se,10,100264
male,se,10,88017
male,se,10,110324
male,se,10,98979
male,se,10,90525
male,se,10,89237
male,se,10,97334
male,se,10,108068
male,se,10,107092
male,se,10,88351
male,se,10,107298
male,se,10,91163
male,se,10,92758
male,se,10,91282
male,se,10,98390
male,se,10,85042
male,se,10,102390
male,se,10,101227
male,se,10,96668
male,se,10,93790
male,se,10,96506
male,se,10,104391
male,se,10,111574
male,se,10,87646
male,se,10,96685
male,se,10,87240
male,se,10,97705
male,se,10,106088
male,se,11,102664
male,se,11,114000
male,se,11,99677
male,se,11,97211
male,se,11,99877
male,se,11,98025
male,se,11,110951
male,se,11,96334
male,se,11,96725
male,se,11,101167
male,se,11,88680
male,se,11,112899
male,se,11,111839
male,se,11,111412
male,se,11,104148
male,se,11,94658
male,se,11,92283
male,se,11,98408
male,se,11,96136
male,se,11,96187
male,se,11,96572
male,se,11,102011
male,se,11,101609
male,se,11,111139
male,se,11,113193
male,se,11,95582
male,se,11,109481
male,se,11,105209
male,se,11,87594
male,se,11,107742
male,se,12,114000
male,se,12,89000
male,se,12,102764
male,se,12,109846
male,se,12,109922
male,se,12,95437
male,se,12,106628
male,se,12,101030
male,se,12,101615
male,se,12,99998
male,se,12,112124
male,se,12,103507
male,se,12,94323
male,se,12,107670
male,se,12,113227
male,se,12,100576
male,se,12,105233
male,se,12,94718
male,se,12,113660
male,se,12,92039
male,se,12,93325
male,se,12,104947
male,se,12,99198
male,se,12,95518
male,se,12,98494
male,se,12,97413
male,se,12,107948
male,se,12,109306
male,se,12,109002
male,se,12,91689
male,se,13,112000
male,se,13,90000
male,se,13,104731
male,se,13,90841
male,se,13,107942
male,se,13,95032
male,se,13,103519
male,se,13,97508
male,se,13,104355
male,se,13,101231
male,se,13,110345
male,se,13,111229
male,se,13,91162
male,se,13,109077
male,se,13,103585
male,se,13,95992
male,se,13,96281
male,se,13,100387
male,se,13,102249
male,se,13,111991
male,se,13,107009
male,se,13,102585
male,se,13,92646
male,se,13,97105
male,se,13,96422
male,se,13,98642
male,se,13,107938
male,se,13,107348
male,se,13,105806
male,se,13,108916
male,se,14,115000
male,se,14,86000
male,se,14,96845
male,se,14,93703
male,se,14,102360
male,se,14,104797
male,se,14,114370
male,se,14,108455
male,se,14,112735
male,se,14,91516
male,se,14,94818
male,se,14,99455
male,se,14,95272
male,se,14,99690
male,se,14,103070
male,se,14,106633
male,se,14,99369
male,se,14,108105
male,se,14,88541
male,se,14,114087
male,se,14,112734
male,se,14,105486
male,se,14,88675
male,se,14,91047
male,se,14,90321
male,se,14,104898
male,se,14,110209
male,se,14,102976
male,se,14,96006
male,se,14,102333
male,se,15,120000
male,se,15,91000
male,se,15,95272
male,se,15,108848
male,se,15,119628
male,se,15,99982
male,se,15,117974
male,se,15,101548
male,se,15,113318
male,se,15,104545
male,se,15,118391
male,se,15,108764
male,se,15,104851
male,se,15,100551
male,se,15,108979
male,se,15,100025
male,se,15,104336
male,se,15,91912
male,se,15,95462
male,se,15,105785
male,se,15,100089
male,se,15,109249
male,se,15,118024
male,se,15,103882
male,se,15,107295
male,se,15,99422
male,se,15,112327
male,se,15,113541
male,se,15,100364
male,se,15,109518
male,se,16,97000
male,se,16,123000
male,se,16,117548
male,se,16,111460
male,se,16,120733
male,se,16,120155
male,se,16,116678
male,se,16,116233
male,se,16,110645
male,se,16,109103
male,se,16,108549
male,se,16,121481
male,se,16,109411
male,se,16,114504
male,se,16,113339
male,se,16,116797
male,se,16,104574
male,se,16,100174
male,se,16,115862
male,se,16,118358
male,se,16,110557
male,se,16,110532
male,se,16,97807
male,se,16,122805
male,se,16,112182
male,se,16,120584
male,se,16,120871
male,se,16,101881
male,se,16,104848
male,se,16,117015
male,se,17,125000
male,se,17,87000
male,se,17,113615
male,se,17,118630
male,se,17,95983
male,se,17,105115
male,se,17,100589
male,se,17,97067
male,se,17,102077
male,se,17,107532
male,se,17,94545
male,se,17,90201
male,se,17,91339
male,se,17,98707
male,se,17,114484
male,se,17,99995
male,se,17,93064
male,se,17,111228
male,se,17,115146
male,se,17,108010
male,se,17,104644
male,se,17,114193
male,se,17,102796
male,se,17,111472
male,se,17,104969
male,se,17,113749
male,se,17,102142
male,se,17,124659
male,se,17,95043
male,se,17,114674
male,se,18,125000
male,se,18,102000
male,se,18,120714
male,se,18,109008
male,se,18,123982
male,se,18,116290
male,se,18,104046
male,se,18,104944
male,se,18,122511
male,se,18,111158
male,se,18,124870
male,se,18,109844
male,se,18,103107
male,se,18,118629
male,se,18,120406
male,se,18,114626
male,se,18,109803
male,se,18,120986
male,se,18,119022
male,se,18,102405
male,se,18,118917
male,se,18,108103
male,se,18,111312
male,se,18,107468
male,se,18,123488
male,se,18,115863
male,se,18,111241
male,se,18,104011
male,se,18,111774
male,se,18,116125
male,se,19,125000
male,se,19,105000
male,se,19,117246
male,se,19,113512
male,se,19,108093
male,se,19,123102
male,se,19,107808
male,se,19,112429
male,se,19,110515
male,se,19,120580
male,se,20,127000
male,se,20,106000
male,se,20,122941
male,se,20,115417
male,se,20,122640
male,se,20,112961
male,se,20,125173
male,se,20,123204
male,se,20,110279
male,se,20,126145
male,se,20,125744
male,se,20,113286
male,se,20,124050
male,se,20,119079
male,se,20,118984
male,se,20,119400
male,se,20,111899
male,se,20,124543
male,se,20,121296
male,se,20,123458
male,se,20,126234
male,se,20,108005
male,se,20,118081
male,se,20,113266
male,se,20,124266
male,se,20,121259
male,se,20,107267
male,se,20,119260
male,se,20,117424
male,se,20,115072
female,se,0,47000
female,se,0,48000
female,se,0,48500
female,se,0,50000
female,se,0,75000
female,se,0,66000
female,se,0,72000
female,se,0,57000
female,se,0,52524
female,se,0,63062
female,se,0,53210
female,se,0,48104
female,se,0,67196
female,se,0,73556
female,se,0,71242
female,se,0,69742
female,se,0,55889
female,se,0,51473
female,se,0,54953
female,se,0,56422
female,se,0,48495
female,se,0,51773
female,se,0,73831
female,se,0,60793
female,se,0,63821
female,se,0,72715
female,se,0,48534
female,se,0,70650
female,se,0,48067
female,se,0,56000
female,se,1,47966
female,se,1,39794
female,se,1,56958
female,se,1,72226
female,se,1,55758
female,se,1,60649
female,se,1,45535
female,se,1,74841
female,se,1,72229
female,se,1,51250
female,se,1,73695
female,se,1,56637
female,se,1,54739
female,se,1,60097
female,se,1,51532
female,se,1,56596
female,se,1,53779
female,se,1,65187
female,se,1,59253
female,se,1,72803
female,se,1,63434
female,se,1,67088
female,se,1,42161
female,se,1,48283
female,se,1,50141
female,se,1,66060
female,se,1,55343
female,se,1,70318
female,se,1,75290
female,se,1,75462
female,se,2,64819
female,se,2,52140
female,se,2,81212
female,se,2,71799
female,se,2,54811
female,se,2,46715
female,se,2,77637
female,se,2,83080
female,se,2,78729
female,se,2,82811
female,se,2,50465
female,se,2,84053
female,se,2,81846
female,se,2,65309
female,se,2,46360
female,se,2,54123
female,se,2,73807
female,se,2,82011
female,se,2,84842
female,se,2,51173
female,se,2,48663
female,se,2,64774
female,se,2,82287
female,se,2,57340
female,se,2,65998
female,se,2,66574
female,se,2,72471
female,se,2,80374
female,se,2,78284
female,se,2,51034
female,se,2,83436
female,se,3,81776
female,se,3,48761
female,se,3,64172
female,se,3,80545
female,se,3,76708
female,se,3,53590
female,se,3,74508
female,se,3,72267
female,se,3,61178
female,se,3,50946
female,se,3,80990
female,se,3,68838
female,se,3,82921
female,se,3,82195
female,se,3,72936
female,se,3,66983
female,se,3,76286
female,se,3,67116
female,se,3,60929
female,se,3,73784
female,se,3,83535
female,se,3,79058
female,se,3,53200
female,se,3,53674
female,se,3,68777
female,se,3,71300
female,se,3,80976
female,se,3,78832
female,se,3,80518
female,se,3,75938
female,se,3,75141
female,se,4,77522
female,se,4,70072
female,se,4,83950
female,se,4,69221
female,se,4,66339
female,se,4,86681
female,se,4,67778
female,se,4,76794
female,se,4,65726
female,se,4,76931
female,se,4,67204
female,se,4,66119
female,se,4,67353
female,se,4,70942
female,se,4,75200
female,se,4,81610
female,se,4,68411
female,se,4,69551
female,se,4,76216
female,se,4,65599
female,se,4,70562
female,se,4,65561
female,se,4,86529
female,se,4,64927
female,se,4,63305
female,se,4,64433
female,se,4,72577
female,se,4,78423
female,se,4,63588
female,se,4,70016
female,se,4,74306
female,se,5,71149
female,se,5,80957
female,se,5,65984
female,se,5,67058
female,se,5,82025
female,se,5,63068
female,se,5,67582
female,se,5,63255
female,se,5,65675
female,se,5,71496
female,se,5,77717
female,se,5,79338
female,se,5,60951
female,se,5,84504
female,se,5,64446
female,se,5,62611
female,se,5,61065
female,se,5,82241
female,se,5,76497
female,se,5,86547
female,se,5,68743
female,se,5,69606
female,se,5,76190
female,se,5,84751
female,se,5,63366
female,se,5,86887
female,se,5,64626
female,se,5,78177
female,se,5,70778
female,se,5,82011
female,se,6,82035
female,se,6,53718
female,se,6,74322
female,se,6,54937
female,se,6,51398
female,se,6,75374
female,se,6,85918
female,se,6,70778
female,se,6,74298
female,se,6,63141
female,se,6,69955
female,se,6,61691
female,se,6,53680
female,se,6,85706
female,se,6,72525
female,se,6,50874
female,se,6,75630
female,se,6,61079
female,se,6,71290
female,se,6,69785
female,se,6,80212
female,se,6,80347
female,se,6,47217
female,se,6,59979
female,se,6,65846
female,se,6,70088
female,se,6,65871
female,se,6,49816
female,se,6,63629
female,se,6,54514
female,se,7,85902
female,se,7,71066
female,se,7,75882
female,se,7,64414
female,se,7,63084
female,se,7,85281
female,se,7,85651
female,se,7,77757
female,se,7,75120
female,se,7,72561
female,se,7,80677
female,se,7,65294
female,se,7,72738
female,se,7,70657
female,se,7,65773
female,se,7,78292
female,se,7,85914
female,se,7,80116
female,se,7,79444
female,se,7,62793
female,se,7,67187
female,se,7,82971
female,se,7,83793
female,se,7,85197
female,se,7,69320
female,se,7,85475
female,se,7,68893
female,se,7,84439
female,se,7,78175
female,se,7,73457
female,se,8,84614
female,se,8,82886
female,se,8,75342
female,se,8,65627
female,se,8,71459
female,se,8,74389
female,se,8,61217
female,se,8,71315
female,se,8,85276
female,se,8,62573
female,se,8,84033
female,se,8,81194
female,se,8,71523
female,se,8,86208
female,se,8,64767
female,se,8,74808
female,se,8,63422
female,se,8,78624
female,se,8,61659
female,se,8,63302
female,se,8,78090
female,se,8,72096
female,se,8,76070
female,se,8,78499
female,se,8,79951
female,se,8,78368
female,se,8,84379
female,se,8,61917
female,se,8,77769
female,se,8,72094
female,se,9,93330
female,se,9,93380
female,se,9,75975
female,se,9,72238
female,se,9,69081
female,se,9,78434
female,se,9,70662
female,se,9,85208
female,se,9,92961
female,se,9,64577
female,se,9,90062
female,se,9,87170
female,se,9,92012
female,se,9,94697
female,se,9,92110
female,se,9,91419
female,se,9,80515
female,se,9,75329
female,se,9,69412
female,se,9,64313
female,se,9,85319
female,se,9,90274
female,se,9,86917
female,se,9,87945
female,se,9,72073
female,se,9,93139
female,se,9,94886
female,se,9,63419
female,se,9,83148
female,se,9,65646
female,se,10,93305
female,se,10,80586
female,se,10,93180
female,se,10,91894
female,se,10,75586
female,se,10,85834
female,se,10,78929
female,se,10,74538
female,se,10,78948
female,se,10,81278
female,se,10,81341
female,se,10,79663
female,se,10,79864
female,se,10,66683
female,se,10,77850
female,se,10,82713
female,se,10,67978
female,se,10,69197
female,se,10,69462
female,se,10,77955
female,se,10,84982
female,se,10,74308
female,se,10,82483
female,se,10,89923
female,se,10,90089
female,se,10,79372
female,se,10,73742
female,se,10,87976
female,se,10,94003
female,se,10,84948
female,se,11,95402
female,se,11,91503
female,se,11,82851
female,se,11,66869
female,se,11,76107
female,se,11,78579
female,se,11,65109
female,se,11,88440
female,se,11,68202
female,se,11,68932
female,se,11,68519
female,se,11,77386
female,se,11,82980
female,se,11,68648
female,se,11,93742
female,se,11,77484
female,se,11,69782
female,se,11,75912
female,se,11,89811
female,se,11,97218
female,se,11,93816
female,se,11,80898
female,se,11,72161
female,se,11,94568
female,se,11,87987
female,se,11,82006
female,se,11,68466
female,se,11,100095
female,se,11,104407
female,se,11,72281
female,se,12,81939
female,se,12,77570
female,se,12,102148
female,se,12,80504
female,se,12,75364
female,se,12,88247
female,se,12,77473
female,se,12,94924
female,se,12,106448
female,se,12,108288
female,se,12,90337
female,se,12,102229
female,se,12,85823
female,se,12,85156
female,se,12,82471
female,se,12,80243
female,se,12,93531
female,se,12,94390
female,se,12,96785
female,se,12,77110
female,se,12,101484
female,se,12,109164
female,se,12,76619
female,se,12,94405
female,se,12,79845
female,se,12,82443
female,se,12,102322
female,se,12,106210
female,se,12,76783
female,se,12,94109
female,se,13,83827
female,se,13,73489
female,se,13,101327
female,se,13,84524
female,se,13,83547
female,se,13,78201
female,se,13,85013
female,se,13,92605
female,se,13,74893
female,se,13,79631
female,se,13,95096
female,se,13,79032
female,se,13,77737
female,se,13,74277
female,se,13,86154
female,se,13,101288
female,se,13,102932
female,se,13,86975
female,se,13,77095
female,se,13,80444
female,se,13,87035
female,se,13,82216
female,se,13,87209
female,se,13,107769
female,se,13,77690
female,se,13,103607
female,se,13,85077
female,se,13,100477
female,se,13,83905
female,se,13,92339
female,se,14,88597
female,se,14,76220
female,se,14,107449
female,se,14,91528
female,se,14,85926
female,se,14,92518
female,se,14,109394
female,se,14,104472
female,se,14,92500
female,se,14,108517
female,se,14,102659
female,se,14,89855
female,se,14,91555
female,se,14,85368
female,se,14,85420
female,se,14,92337
female,se,14,84977
female,se,14,89118
female,se,14,92048
female,se,14,79260
female,se,14,98492
female,se,14,95310
female,se,14,99983
female,se,14,93964
female,se,14,93688
female,se,14,92840
female,se,14,94787
female,se,14,108742
female,se,14,97270
female,se,14,107210
female,se,15,82873
female,se,15,103870
female,se,15,109324
female,se,15,110362
female,se,15,84672
female,se,15,91542
female,se,15,105474
female,se,15,105004
female,se,15,100419
female,se,15,87126
female,se,15,78674
female,se,15,83214
female,se,15,81152
female,se,15,98267
female,se,15,109639
female,se,15,108726
female,se,15,77524
female,se,15,82419
female,se,15,77188
female,se,15,88550
female,se,15,80636
female,se,15,93905
female,se,15,78544
female,se,15,103464
female,se,15,98520
female,se,15,78238
female,se,15,88567
female,se,15,85709
female,se,15,101729
female,se,15,107320
female,se,16,110550
female,se,16,91065
female,se,16,83988
female,se,16,81168
female,se,16,85128
female,se,16,106433
female,se,16,83416
female,se,16,85986
female,se,16,110471
female,se,16,112112
female,se,16,100208
female,se,16,84122
female,se,16,109295
female,se,16,112025
female,se,16,96283
female,se,16,98708
female,se,16,103708
female,se,16,114014
female,se,16,106025
female,se,16,102465
female,se,16,87168
female,se,16,112292
female,se,16,106920
female,se,16,91183
female,se,16,102402
female,se,16,89934
female,se,16,87807
female,se,16,82024
female,se,16,114633
female,se,16,82986
female,se,17,112899
female,se,17,114883
female,se,17,111458
female,se,17,95578
female,se,17,83043
female,se,17,86313
female,se,17,94830
female,se,17,81697
female,se,17,82309
female,se,17,81509
female,se,17,89676
female,se,17,114423
female,se,17,103833
female,se,17,97858
female,se,17,83562
female,se,17,92132
female,se,17,99072
female,se,17,94675
female,se,17,96340
female,se,17,97233
female,se,17,85434
female,se,17,103751
female,se,17,102391
female,se,17,99072
female,se,17,104436
female,se,17,97258
female,se,17,99507
female,se,17,92699
female,se,17,81862
female,se,17,112451
female,se,18,94113
female,se,18,82687
female,se,18,99366
female,se,18,105781
female,se,18,96558
female,se,18,90770
female,se,18,86305
female,se,18,92137
female,se,18,113772
female,se,18,94349
female,se,18,89155
female,se,18,110938
female,se,18,93635
female,se,18,90965
female,se,18,88553
female,se,18,111025
female,se,18,101493
female,se,18,110260
female,se,18,89559
female,se,18,101523
female,se,18,97968
female,se,18,103481
female,se,18,101519
female,se,18,97456
female,se,18,94844
female,se,18,92729
female,se,18,91759
female,se,18,110903
female,se,18,112216
female,se,18,112358
female,se,19,96850
female,se,19,89825
female,se,19,97112
female,se,19,88565
female,se,19,108962
female,se,19,103136
female,se,19,87114
female,se,19,87603
female,se,19,109723
female,se,19,97009
female,se,20,103690
female,se,20,83533
female,se,20,85419
female,se,20,92390
female,se,20,113143
female,se,20,83294
female,se,20,87194
female,se,20,105546
female,se,20,87641
female,se,20,85618
female,se,20,106001
female,se,20,100666
female,se,20,113714
female,se,20,109145
female,se,20,107821
female,se,20,95154
female,se,20,88389
female,se,20,82306
female,se,20,98080
female,se,20,88062
female,se,20,98483
female,se,20,102377
female,se,20,94651
female,se,20,92152
female,se,20,109831
female,se,20,84332
female,se,20,107653
female,se,20,95629
female,se,20,86987
female,se,20,94793
